Date,nav,daily_return,log_return,cum_return,rolling_mean_30d,rolling_vol_30d,Average_AUM,AUM_Growth_Rate,Cumulative_AUM_Growth,TER,ter_change,ter_rolling_mean_30d,Repo_Rate,SDF_Rate,MSF_Rate,Cash Reserve Ratio (CRR),Gsec_10Y_Yield,CPI_Index,CPI_Inflation,Repo_Gsec_Spread,Real_Repo_Rate,Policy_Corridor,Gsec_10Y_Closing_Price,cum_max_nav,drawdown,max_drawdown,rolling_peak_30d,rolling_drawdown_30d,risk_free_daily,excess_return,rolling_sharpe_30d,downside,rolling_sortino_30d
2020-11-20,30.4147,-0.0002793920429147,-0.0002794310801428,0.028204486754743,0.0010391374119056,0.0023986196569045,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.877,158.9,0.3156565656565746,-1.877,3.684,,969.9,30.4628,-0.0015789750121460136,-0.005820213506309415,30.4628,-0.0015789750121460136,0.00015873015873015873,-0.00043812220164485873,0.36704746025121243,-0.0002793920429147,0.9937273126756792
2020-11-23,30.404,-0.000351803568669,-0.000351865466062,0.0278427607469811,0.0009862585024832,0.0024116137928939,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.9,158.9,0.3156565656565746,-1.9,3.684,,968.53,30.4628,-0.0019302230917709966,-0.005820213506309415,30.4628,-0.0019302230917709966,0.00015873015873015873,-0.0005105337273991588,0.3431429801038111,-0.000351803568669,0.9360754528263237
2020-11-24,30.3702,-0.0011116958294961,-0.0011123142216565,0.0267001122364809,0.0005993885683305,0.0016417727699632,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.88,158.9,0.3156565656565746,-1.88,3.684,,969.75,30.4628,-0.0030397731003059766,-0.005820213506309415,30.4628,-0.0030397731003059766,0.00015873015873015873,-0.0012704259882262588,0.2684040189132039,-0.0011116958294961,0.4932808616611951
2020-11-25,30.3813,0.000365489855187,0.0003654230800398,0.0270753607118225,0.0005297755373153,0.0016042755913701,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.885,158.9,0.3156565656565746,-1.885,3.684,,969.52,30.4628,-0.002675394251349249,-0.005820213506309415,30.4628,-0.002675394251349249,0.00015873015873015873,0.00020675969645684124,0.23128531069171157,0.0,0.4153547965415444
2020-11-26,30.391,0.0003192753437146,0.0003192243861881,0.0274032805506347,0.0004975022250952,0.0015982345897593,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.872,158.9,0.3156565656565746,-1.872,3.684,,970.35,30.4628,-0.002356973095053744,-0.005820213506309415,30.4628,-0.002356973095053744,0.00015873015873015873,0.0001605451849844413,0.2119664212849027,0.0,0.37922747679961927
2020-11-27,30.4662,0.0024744167681223,0.0024713604396664,0.0299455044556531,0.0005338936784284,0.0016311746739271,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.911,158.9,0.3156565656565746,-1.911,3.684,,967.69,30.4662,0.0,-0.005820213506309415,30.4662,0.0,0.00015873015873015873,0.002315686609392141,0.2299959199311679,0.0,0.4199647169526085
2020-12-01,30.4374,-0.0009453098843964,-0.0009457569715647,0.0289718867899013,0.0005074972897736,0.0016489906645035,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.93,157.3,-1.0069225928256764,-1.93,5.007,,966.5,30.4662,-0.0009453098843964912,-0.005820213506309415,30.4662,-0.0009453098843964912,0.00015873015873015873,-0.0011040400431265589,0.21150339935274365,-0.0009453098843964,0.38807344639420877
2020-12-02,30.3983,-0.0012846038097866,-0.0012854296205629,0.0276500655839677,0.0003855101069501,0.0016414199732202,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.92,157.3,-1.0069225928256764,-1.92,5.007,,966.92,30.4662,-0.0022286993455042513,-0.005820213506309415,30.4662,-0.0022286993455042513,0.00015873015873015873,-0.0014433339685167587,0.13816083142638327,-0.0012846038097866,0.2491438016112048
2020-12-03,30.3705,-0.0009145248254014,-0.0009149432583605,0.0267102540871657,0.0003292910598028,0.0016565376153561,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.932,157.3,-1.0069225928256764,-1.932,5.007,,966.58,30.4662,-0.0031411859700258248,-0.005820213506309415,30.4662,-0.0031411859700258248,0.00015873015873015873,-0.0010732549841315588,0.10296228681531946,-0.0009145248254014,0.187283874247821
2020-12-04,30.4448,0.0024464529724568,0.002443465278227,0.0292220524401292,0.0003860111844002,0.0016998231150712,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.897,157.3,-1.0069225928256764,-1.897,5.007,,968.28,30.4662,-0.000702417761322379,-0.005820213506309415,30.4662,-0.000702417761322379,0.00015873015873015873,0.0022877228137266415,0.1337086333601015,0.0,0.24956523307986467
2020-12-07,30.4502,0.000177370191297,0.0001773544630644,0.0294046057524577,0.0003011018314596,0.0016415989683635,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.924,157.3,-1.0069225928256764,-1.924,5.007,,967.0,30.4662,-0.0005251721579981025,-0.005820213506309415,30.4662,-0.0005251721579981025,0.00015873015873015873,1.8640032566841257e-05,0.08672743798771525,0.0,0.15633077853261423
2020-12-08,30.4409,-0.0003054167131907,-0.0003054633623736,0.0290902083812254,0.0002645220024871,0.0016425099661424,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.939,157.3,-1.0069225928256764,-1.939,5.007,,965.72,30.4662,-0.0008304284748344537,-0.005820213506309415,30.4662,-0.0008304284748344537,0.00015873015873015873,-0.0004641468719208587,0.06440864648477922,-0.0003054167131907,0.11662633060641545
2020-12-09,30.4081,-0.0010774977086748,-0.0010780786266602,0.0279813660396748,0.0001559820877494,0.001619076405559,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.917,157.3,-1.0069225928256764,-1.917,5.007,,967.63,30.4662,-0.001907031398730383,-0.005820213506309415,30.4662,-0.001907031398730383,0.00015873015873015873,-0.0012362278674049587,-0.0016973077807178494,-0.0010774977086748,-0.003022462649790449
2020-12-10,30.4222,0.0004636922398966,0.0004635847678712,0.0284580330218657,2.650760773593349e-05,0.0014147038313289,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.916,157.3,-1.0069225928256764,-1.916,5.007,,967.48,30.4662,-0.0014442234344946361,-0.005820213506309415,30.4662,-0.0014442234344946361,0.00015873015873015873,0.0003049620811664413,-0.09346306136036577,0.0,-0.14542481786028255
2020-12-11,30.4583,0.001186633445313,0.0011859299523167,0.0296784357209503,-4.006268927669865e-06,0.0013777831378752,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.956,157.3,-1.0069225928256764,-1.956,5.007,,965.01,30.4662,-0.0002593037530115128,-0.005820213506309415,30.4662,-0.0002593037530115128,0.00015873015873015873,0.0010279032865828414,-0.11811468959389573,0.0,-0.1789854693728154
2020-12-14,30.4904,0.0010538999221887,0.0010533449595482,0.0307636137442359,6.526372874123831e-05,0.0013769622380103,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.946,157.3,-1.0069225928256764,-1.946,5.007,,965.23,30.4904,0.0,-0.005820213506309415,30.4904,0.0,0.00015873015873015873,0.0008951697634585413,-0.0678787169385197,0.0,-0.10290520800700187
2020-12-15,30.5285,0.001249573636292,0.0012487935689226,0.03205162878122,0.0001202794854658,0.0013905990441246,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.941,157.3,-1.0069225928256764,-1.941,5.007,,965.37,30.5285,0.0,-0.005820213506309415,30.5285,0.0,0.00015873015873015873,0.0010908434775618412,-0.02765043844005255,0.0,-0.04214777973733149
2020-12-16,30.5328,0.0001408519907628,0.0001408420720525,0.0321969953077037,7.741718163756609e-05,0.001368585017486,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.944,157.3,-1.0069225928256764,-1.944,5.007,,965.1,30.5328,0.0,-0.005820213506309415,30.5328,0.0,0.00015873015873015873,-1.7878167967358725e-05,-0.05941390271974064,0.0,-0.0891313768350166
2020-12-17,30.5578,0.0008187915946129,0.0008184565676409,0.0330421495314465,0.0001679567737393,0.0013225047978917,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.952,157.3,-1.0069225928256764,-1.952,5.007,,964.89,30.5578,0.0,-0.005820213506309415,30.5578,0.0,0.00015873015873015873,0.0006600614358827412,0.0069766211993431615,0.0,0.010556973018428109
2020-12-18,30.4637,-0.0030794101669623,-0.0030841613067631,0.0298609890332788,5.632001868101459e-05,0.0014489319278317,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.959,157.3,-1.0069225928256764,-1.959,5.007,,963.92,30.5578,-0.0030794101669623128,-0.005820213506309415,30.5578,-0.0030794101669623128,0.00015873015873015873,-0.0032381403256924587,-0.07067974559882319,-0.0030794101669623,-0.10260486406686598
2020-12-21,30.4876,0.0007845402889341,0.0007842326980694,0.0306689564711768,6.778475626799674e-05,0.0014534311375698,133925.63,0.0,0.0,0.25,0.0,0.25,4.0,,4.25,3.0,5.957,157.3,-1.0069225928256764,-1.957,5.007,,963.17,30.5578,-0.0022972857993703677,-0.005820213506309415,30.5578,-0.0022972857993703677,0.00015873015873015873,0.0006258101302039412,-0.06257290084911539,0.0,-0.09111832727363388
