Date,nav,daily_return,log_return,cum_return,rolling_mean_30d,rolling_vol_30d,TER,ter_change,ter_rolling_mean_30d,Average AUM,AUM_Growth_Rate,Cumulative_AUM_Growth,Repo_Rate,SDF_Rate,MSF_Rate,Cash Reserve Ratio (CRR),Gsec_10Y_Yield,CPI_Index,CPI_Inflation,Repo_Gsec_Spread,Real_Repo_Rate,Policy_Corridor,Gsec_10Y_Closing_Price,cum_max_nav,drawdown,max_drawdown,rolling_peak_30d,rolling_drawdown_30d,risk_free_daily,excess_return,rolling_sharpe_30d,downside,rolling_sortino_30d
2021-07-23,31.0722,-0.000263832,-0.000263867,0.044675457,-2.21e-07,0.000655823,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.165,162.5,0.7439553626782391,-2.165,3.256,,942.12,31.1032,-0.000996682013426347,-0.022055863600358435,31.1032,-0.000996682013426347,0.00015873015873015873,-0.0004225621587301587,-0.2423718789129442,-0.000263832,-0.3405828604268473
2021-07-26,31.0881,0.000511711,0.000511581,0.04521003,-1.44e-05,0.000639278,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.169,162.5,0.7439553626782391,-2.169,3.256,,941.39,31.1032,-0.0004854805936366784,-0.022055863600358435,31.1032,-0.0004854805936366784,0.00015873015873015873,0.00035298084126984125,-0.27079513329594157,0.0,-0.370923308556232
2021-07-27,31.1171,0.000932833,0.000932398,0.046185036,1.51e-05,0.000662253,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.178,162.5,0.7439553626782391,-2.178,3.256,,940.87,31.1171,0.0,-0.022055863600358435,31.1171,0.0,0.00015873015873015873,0.0007741028412698413,-0.21687387957806575,0.0,-0.30774099749576433
2021-07-28,31.1123,-0.000154256,-0.000154268,0.046023656,7.59e-05,0.000546685,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.188,162.5,0.7439553626782391,-2.188,3.256,,940.2,31.1171,-0.00015425602000184693,-0.022055863600358435,31.1171,-0.00015425602000184693,0.00015873015873015873,-0.0003129861587301587,-0.1515638470029746,-0.000154256,-0.25076508139636094
2021-07-29,31.1316,0.000620333,0.000620141,0.046672539,0.000124148,0.000527739,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.198,162.5,0.7439553626782391,-2.198,3.256,,939.48,31.1316,0.0,-0.022055863600358435,31.1316,0.0,0.00015873015873015873,0.0004616028412698413,-0.0655298478116318,0.0,-0.11247766289090103
2021-07-30,31.1202,-0.000366187,-0.000366254,0.046289261,0.00010947,0.000535248,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.204,162.5,0.7439553626782391,-2.204,3.256,,939.22,31.1316,-0.0003661874108622204,-0.022055863600358435,31.1316,-0.0003661874108622204,0.00015873015873015873,-0.0005249171587301588,-0.09203625650713188,-0.000366187,-0.15951391426123526
2021-08-02,31.1553,0.001127885,0.001127249,0.047469355,0.000129013,0.000561623,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.197,162.9,0.2461538461538515,-2.197,3.754,,939.74,31.1553,0.0,-0.022055863600358435,31.1553,0.0,0.00015873015873015873,0.0009691548412698412,-0.052917992309723785,0.0,-0.0962349104615415
2021-08-03,31.166,0.000343441,0.000343382,0.047829098,0.000126068,0.000560211,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.2,162.9,0.2461538461538515,-2.2,3.754,,939.58,31.166,0.0,-0.022055863600358435,31.166,0.0,0.00015873015873015873,0.00018471084126984126,-0.058307021819053846,0.0,-0.10576860207344549
2021-08-04,31.1852,0.000616056,0.000615866,0.04847462,0.000158628,0.000559327,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.199,162.9,0.2461538461538515,-2.199,3.754,,939.68,31.1852,0.0,-0.022055863600358435,31.1852,0.0,0.00015873015873015873,0.0004573258412698413,-0.00018747268140686016,0.0,-0.00034089584070178745
2021-08-05,31.1816,-0.000115439,-0.000115446,0.048353584,0.000162834,0.000556681,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.207,162.9,0.2461538461538515,-2.207,3.754,,938.92,31.1852,-0.00011543937508814166,-0.022055863600358435,31.1852,-0.00011543937508814166,0.00015873015873015873,-0.00027416915873015873,0.007368672876809302,-0.000115439,0.013358244402157098
2021-08-06,31.1651,-0.000529158,-0.000529298,0.047798839,0.000132842,0.000569199,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.234,162.9,0.2461538461538515,-2.234,3.754,,936.53,31.1852,-0.0006445365109089998,-0.022055863600358435,31.1852,-0.0006445365109089998,0.00015873015873015873,-0.0006878881587301587,-0.045485467256828664,-0.000529158,-0.08247957591191456
2021-08-09,31.1979,0.001052459,0.001051906,0.048901605,0.000178877,0.000586186,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.221,162.9,0.2461538461538515,-2.221,3.754,,937.91,31.1979,0.0,-0.022055863600358435,31.1979,0.0,0.00015873015873015873,0.0008937288412698412,0.034365830229440134,0.0,0.0642682047882684
2021-08-10,31.2031,0.000166678,0.000166664,0.049076434,0.000190449,0.000582261,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.233,162.9,0.2461538461538515,-2.233,3.754,,937.14,31.2031,0.0,-0.022055863600358435,31.2031,0.0,0.00015873015873015873,7.947841269841262e-06,0.05447065094806235,0.0,0.10084589297916806
2021-08-11,31.1885,-0.000467902,-0.000468012,0.048585569,0.000178505,0.000592218,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.236,162.9,0.2461538461538515,-2.236,3.754,,936.92,31.2031,-0.0004679022276632113,-0.022055863600358435,31.2031,-0.0004679022276632113,0.00015873015873015873,-0.0006266321587301588,0.03338693215099975,-0.000467902,0.06177928417937693
2021-08-12,31.1985,0.000320631,0.00032058,0.048921778,0.000193061,0.000590091,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.226,162.9,0.2461538461538515,-2.226,3.754,,937.58,31.2031,-0.00014742124981171543,-0.022055863600358435,31.2031,-0.00014742124981171543,0.00015873015873015873,0.00016190084126984126,0.05817440776559704,0.0,0.10687478577841819
2021-08-13,31.2154,0.000541693,0.000541546,0.049489971,0.000212299,0.00059179,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.241,162.9,0.2461538461538515,-2.241,3.754,,937.14,31.2154,0.0,-0.022055863600358435,31.2154,0.0,0.00015873015873015873,0.00038296284126984126,0.0905185912602299,0.0,0.16651747742188427
2021-08-17,31.2543,0.00124618,0.001245404,0.050797824,0.00025889,0.000616656,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.234,162.9,0.2461538461538515,-2.234,3.754,,937.14,31.2543,0.0,-0.022055863600358435,31.2543,0.0,0.00015873015873015873,0.0010874498412698412,0.1624215995873182,0.0,0.3102662960351544
2021-08-18,31.2951,0.00130542,0.001304569,0.052169557,0.000285744,0.000644425,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.228,162.9,0.2461538461538515,-2.228,3.754,,937.53,31.2951,0.0,-0.022055863600358435,31.2951,0.0,0.00015873015873015873,0.0011466898412698413,0.19709410573390046,0.0,0.3934540314954932
2021-08-20,31.3015,0.000204505,0.000204484,0.052384731,0.000341763,0.000552476,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.234,162.9,0.2461538461538515,-2.234,3.754,,937.32,31.3015,0.0,-0.022055863600358435,31.3015,0.0,0.00015873015873015873,4.577484126984128e-05,0.33129328561937943,0.0,0.9034134534106891
2021-08-23,31.3325,0.000990368,0.000989878,0.053426979,0.000352827,0.000562274,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.243,162.9,0.2461538461538515,-2.243,3.754,,936.45,31.3325,0.0,-0.022055863600358435,31.3325,0.0,0.00015873015873015873,0.0008316378412698412,0.3451983594650727,0.0,0.9580250756105104
2021-08-24,31.3464,0.000443629,0.00044353,0.053894309,0.000342241,0.000557287,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.25,162.9,0.2461538461538515,-2.25,3.754,,935.93,31.3464,0.0,-0.022055863600358435,31.3464,0.0,0.00015873015873015873,0.0002848988412698413,0.3292908867461949,0.0,0.9057722845723161
2021-08-25,31.3483,6.06e-05,6.06e-05,0.053958189,0.000335559,0.000559491,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.241,162.9,0.2461538461538515,-2.241,3.754,,936.36,31.3483,0.0,-0.022055863600358435,31.3483,0.0,0.00015873015873015873,-9.813015873015872e-05,0.3160500378070241,0.0,0.8727897801914111
2021-08-26,31.338,-0.000328566,-0.00032862,0.053611894,0.00035264,0.000529343,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.251,162.9,0.2461538461538515,-2.251,3.754,,935.89,31.3483,-0.0003285664613391256,-0.022055863600358435,31.3483,-0.0003285664613391256,0.00015873015873015873,-0.00048729615873015876,0.36631912563635105,-0.000328566,1.268583890115964
2021-08-27,31.3838,0.001461484,0.001460418,0.055151731,0.000390499,0.000566651,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.254,162.9,0.2461538461538515,-2.254,3.754,,935.53,31.3838,0.0,-0.022055863600358435,31.3838,0.0,0.00015873015873015873,0.0013027538412698414,0.40901195947535257,0.0,1.5162631479193722
2021-08-30,31.4303,0.001481656,0.00148056,0.056715103,0.000436234,0.000597717,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.225,162.9,0.2461538461538515,-2.225,3.754,,937.5,31.4303,0.0,-0.022055863600358435,31.4303,0.0,0.00015873015873015873,0.0013229258412698413,0.464269900379375,0.0,1.815468124643116
2021-08-31,31.4535,0.000738141,0.000737869,0.057495108,0.000456003,0.000597562,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.215,162.9,0.2461538461538515,-2.215,3.754,,938.35,31.4535,0.0,-0.022055863600358435,31.4535,0.0,0.00015873015873015873,0.0005794108412698413,0.49747336696702066,0.0,1.9448029608475463
2021-09-01,31.5002,0.001484731,0.00148363,0.059065204,0.000480462,0.000624463,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.199,163.2,0.1841620626150897,-2.199,3.816,,939.01,31.5002,0.0,-0.022055863600358435,31.5002,0.0,0.00015873015873015873,0.0013260008412698413,0.5152105106636923,0.0,2.10481535499151
2021-09-02,31.5395,0.001247611,0.001246834,0.060386506,0.000488662,0.000633097,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.171,163.2,0.1841620626150897,-2.171,3.816,,940.97,31.5395,0.0,-0.022055863600358435,31.5395,0.0,0.00015873015873015873,0.0010888808412698413,0.5211354898435498,0.0,2.1584592114780734
2021-09-03,31.5728,0.001055819,0.001055262,0.061506082,0.000522569,0.000635398,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.156,163.2,0.1841620626150897,-2.156,3.816,,942.34,31.5728,0.0,-0.022055863600358435,31.5728,0.0,0.00015873015873015873,0.0008970888412698412,0.5726125744792356,0.0,2.3802866362676207
2021-09-06,31.5983,0.000807657,0.000807331,0.062363415,0.000551206,0.00062795,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.173,163.2,0.1841620626150897,-2.173,3.816,,941.95,31.5983,0.0,-0.022055863600358435,31.5983,0.0,0.00015873015873015873,0.0006489268412698413,0.625010857521294,0.0,2.5580801444096855
2021-09-07,31.5832,-0.000477874,-0.000477988,0.061855739,0.000544072,0.000638655,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.195,163.2,0.1841620626150897,-2.195,3.816,,940.0,31.5983,-0.00047787380966687394,-0.022055863600358435,31.5983,-0.00047787380966687394,0.00015873015873015873,-0.0006366041587301587,0.6033635836688092,-0.000477874,2.308374293439099
2021-09-08,31.5936,0.000329289,0.000329235,0.062205397,0.000537991,0.000639841,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.188,163.2,0.1841620626150897,-2.188,3.816,,940.2,31.5983,-0.00014874217916785727,-0.022055863600358435,31.5983,-0.00014874217916785727,0.00015873015873015873,0.0001705588412698413,0.5927416301387866,0.0,2.271947846821774
2021-09-09,31.6149,0.000674187,0.00067396,0.062921522,0.000529369,0.000636069,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.178,163.2,0.1841620626150897,-2.178,3.816,,940.84,31.6149,0.0,-0.022055863600358435,31.6149,0.0,0.00015873015873015873,0.0005154568412698413,0.5827025840159913,0.0,2.2203008156973234
2021-09-13,31.6219,0.000221415,0.00022139,0.063156868,0.000541892,0.00062576,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.192,163.2,0.1841620626150897,-2.192,3.816,,939.79,31.6219,0.0,-0.022055863600358435,31.6219,0.0,0.00015873015873015873,6.268484126984128e-05,0.6123130146878472,0.0,2.294608933206174
2021-09-14,31.6342,0.000388971,0.000388895,0.063570406,0.00053418,0.000626186,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.198,163.2,0.1841620626150897,-2.198,3.816,,939.75,31.6342,0.0,-0.022055863600358435,31.6342,0.0,0.00015873015873015873,0.00023024084126984127,0.5995810328640139,0.0,2.248424259077424
2021-09-15,31.6707,0.001153815,0.001153149,0.064797569,0.000584846,0.000612159,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.163,163.2,0.1841620626150897,-2.163,3.816,,941.7,31.6707,0.0,-0.022055863600358435,31.6707,0.0,0.00015873015873015873,0.0009950848412698414,0.6960867051281484,0.0,2.6934308187754343
2021-09-16,31.6911,0.000644128,0.000643921,0.065483435,0.000568721,0.000603674,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.169,163.2,0.1841620626150897,-2.169,3.816,,941.85,31.6911,0.0,-0.022055863600358435,31.6911,0.0,0.00015873015873015873,0.00048539784126984127,0.6791589188790679,0.0,2.5915050290759414
2021-09-17,31.6891,-6.31e-05,-6.31e-05,0.065416193,0.00055517,0.000613391,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.167,163.2,0.1841620626150897,-2.167,3.816,,941.3,31.6911,-6.310920100592568e-05,-0.022055863600358435,31.6911,-6.310920100592568e-05,0.00015873015873015873,-0.00022183015873015875,0.6463082090859386,-6.31e-05,2.5131707092878193
2021-09-20,31.7178,0.000905674,0.000905264,0.066381113,0.000564824,0.000616652,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.138,163.2,0.1841620626150897,-2.138,3.816,,943.37,31.7178,0.0,-0.022055863600358435,31.7178,0.0,0.00015873015873015873,0.0007469438412698412,0.6585449994086701,0.0,2.574370449063968
2021-09-21,31.7225,0.000148182,0.000148171,0.066539131,0.000573611,0.000608448,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.122,163.2,0.1841620626150897,-2.122,3.816,,944.82,31.7225,0.0,-0.022055863600358435,31.7225,0.0,0.00015873015873015873,-1.0548158730158718e-05,0.6818671309952195,0.0,2.627377836940271
2021-09-22,31.7423,0.000624163,0.000623968,0.067204825,0.000612055,0.000571694,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.138,163.2,0.1841620626150897,-2.138,3.816,,943.91,31.7423,0.0,-0.022055863600358435,31.7423,0.0,0.00015873015873015873,0.0004654328412698412,0.7929503349512146,0.0,3.4537716478519433
2021-09-23,31.7479,0.000176421,0.000176405,0.067393102,0.000582854,0.000570795,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.14,163.2,0.1841620626150897,-2.14,3.816,,943.45,31.7479,0.0,-0.022055863600358435,31.7479,0.0,0.00015873015873015873,1.769084126984128e-05,0.7430392593501541,0.0,3.2312942051693954
2021-09-24,31.7017,-0.001455214,-0.001456274,0.065839817,0.000528791,0.000678265,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.181,163.2,0.1841620626150897,-2.181,3.816,,940.5,31.7479,-0.001455214360634954,-0.022055863600358435,31.7479,-0.001455214360634954,0.00015873015873015873,-0.0016139441587301588,0.5455986716956646,-0.001455214,1.2818602260409835
2021-09-27,31.6851,-0.000523631,-0.000523768,0.06528171,0.000526933,0.000681159,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.209,163.2,0.1841620626150897,-2.209,3.816,,938.79,31.7479,-0.001978083589780831,-0.022055863600358435,31.7479,-0.001978083589780831,0.00015873015873015873,-0.0006823611587301587,0.5405534392812084,-0.000523631,1.2637723152332372
2021-09-28,31.6923,0.000227236,0.00022721,0.06552378,0.00052382,0.000682347,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.228,163.2,0.1841620626150897,-2.228,3.816,,938.16,31.7479,-0.001751296936175365,-0.022055863600358435,31.7479,-0.001751296936175365,0.00015873015873015873,6.850584126984126e-05,0.5350500356295312,0.0,1.2530870755068273
2021-09-29,31.7154,0.000728884,0.000728618,0.066300423,0.000530059,0.000683371,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.206,163.2,0.1841620626150897,-2.206,3.816,,939.0,31.7479,-0.0010236897558579439,-0.022055863600358435,31.7479,-0.0010236897558579439,0.00015873015873015873,0.0005701538412698412,0.5433789070748836,0.0,1.2745034330166127
2021-09-30,31.7313,0.000501334,0.000501208,0.066834995,0.000505231,0.000669853,0.52,0.0,0.52,134927.34,0.0,79.48114785598072,4.0,,4.25,4.0,6.223,163.2,0.1841620626150897,-2.223,3.816,,938.25,31.7479,-0.0005228692291458771,-0.022055863600358435,31.7479,-0.0005228692291458771,0.00015873015873015873,0.00034260384126984125,0.5172794998791677,0.0,1.1892862579081207
2021-10-01,31.7264,-0.000154422,-0.000154434,0.066670253,0.00045657,0.000662705,0.52,0.0,0.52,83611.35,-38.03231428115309,11.220313627973066,4.0,,4.25,4.0,6.244,165.5,1.4093137254902022,-2.244,2.591,,936.65,31.7479,-0.0006772101461828855,-0.022055863600358435,31.7479,-0.0006772101461828855,0.00015873015873015873,-0.0003131521587301587,0.44942989476935696,-0.000154422,1.0235718558234579
2021-10-04,31.7457,0.000608326,0.000608141,0.067319136,0.000470031,0.000661509,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.248,165.5,1.4093137254902022,-2.248,2.591,,936.19,31.7479,-6.929592193505643e-05,-0.022055863600358435,31.7479,-6.929592193505643e-05,0.00015873015873015873,0.00044959584126984123,0.4705911696795965,0.0,1.069831632268705
2021-10-05,31.7266,-0.000601656,-0.000601837,0.066676977,0.000416963,0.000681871,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.26,165.5,1.4093137254902022,-2.26,2.591,,935.33,31.7479,-0.0006709105169160825,-0.022055863600358435,31.7479,-0.0006709105169160825,0.00015873015873015873,-0.0007603861587301587,0.3787119666102969,-0.000601656,0.8486844179192196
2021-10-06,31.7224,-0.000132381,-0.00013239,0.066535769,0.000397763,0.000689165,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.276,165.5,1.4093137254902022,-2.276,2.591,,934.32,31.7479,-0.0008032027315192805,-0.022055863600358435,31.7479,-0.0008032027315192805,0.00015873015873015873,-0.0002911111587301587,0.34684349961704586,-0.000132381,0.7877669013668462
2021-10-07,31.7333,0.000343606,0.000343547,0.066902237,0.000407196,0.000686322,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.267,165.5,1.4093137254902022,-2.267,2.591,,935.12,31.7479,-0.00045987293647773553,-0.022055863600358435,31.7479,-0.00045987293647773553,0.00015873015873015873,0.00018487584126984126,0.3620254425597258,0.0,0.8188565024721268
2021-10-08,31.7167,-0.00052311,-0.000523247,0.06634413,0.000400711,0.000694386,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.318,165.5,1.4093137254902022,-2.318,2.591,,931.59,31.7479,-0.0009827421656236127,-0.022055863600358435,31.7479,-0.0009827421656236127,0.00015873015873015873,-0.0006818401587301588,0.34848260374659307,-0.00052311,0.7807116232980638
2021-10-11,31.7203,0.000113505,0.000113498,0.066465165,0.000355778,0.000666428,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.34,165.5,1.4093137254902022,-2.34,2.591,,930.1,31.7479,-0.0008693488388208235,-0.022055863600358435,31.7479,-0.0008693488388208235,0.00015873015873015873,-4.5225158730158725e-05,0.2956789813671629,0.0,0.6357440674468846
2021-10-12,31.7215,3.78e-05,3.78e-05,0.06650551,0.000307651,0.000633645,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.326,165.5,1.4093137254902022,-2.326,2.591,,930.76,31.7479,-0.0008315510632200058,-0.022055863600358435,31.7479,-0.0008315510632200058,0.00015873015873015873,-0.00012093015873015873,0.2350214063754189,0.0,0.4804654797826405
2021-10-13,31.7446,0.000728213,0.000727948,0.067282153,0.00030732,0.000633414,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.314,165.5,1.4093137254902022,-2.314,2.591,,931.67,31.7479,-0.00010394388290258465,-0.022055863600358435,31.7479,-0.00010394388290258465,0.00015873015873015873,0.0005694828412698413,0.2345842988011527,0.0,0.47939777925133364
2021-10-14,31.7411,-0.000110255,-0.000110261,0.06716448,0.000254154,0.000597075,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.328,165.5,1.4093137254902022,-2.328,2.591,,930.82,31.7479,-0.00021418739507186036,-0.022055863600358435,31.7479,-0.00021418739507186036,0.00015873015873015873,-0.0002689851587301587,0.15981716336966764,-0.000110255,0.3088177675575349
2021-10-18,31.7305,-0.000333952,-0.000334008,0.066808099,0.000201435,0.000575776,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.387,165.5,1.4093137254902022,-2.387,2.591,,926.82,31.7479,-0.0005480677462132009,-0.022055863600358435,31.7479,-0.0005480677462132009,0.00015873015873015873,-0.0004926821587301587,0.07416807175456158,-0.000333952,0.13776101269736438
2021-10-20,31.732,4.73e-05,4.73e-05,0.06685853,0.000167817,0.000553169,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.373,165.5,1.4093137254902022,-2.373,2.591,,927.98,31.7479,-0.0005008205267120667,-0.022055863600358435,31.7479,-0.0005008205267120667,0.00015873015873015873,-0.00011143015873015873,0.01642693115627083,0.0,0.029313692612483733
2021-10-21,31.7504,0.000579856,0.000579688,0.067477155,0.000160223,0.000545595,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.338,165.5,1.4093137254902022,-2.338,2.591,,930.0,31.7504,0.0,-0.022055863600358435,31.7504,0.0,0.00015873015873015873,0.0004211258412698413,0.002737392837780332,0.0,0.004817963763889011
2021-10-22,31.756,0.000176376,0.00017636,0.067665432,0.000182032,0.000532119,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.364,165.5,1.4093137254902022,-2.364,2.591,,928.85,31.756,0.0,-0.022055863600358435,31.756,0.0,0.00015873015873015873,1.7645841269841277e-05,0.04379065781014489,0.0,0.07650773307195971
2021-10-25,31.7638,0.000245623,0.000245593,0.067927675,0.000179243,0.00053154,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.35,165.5,1.4093137254902022,-2.35,2.591,,929.38,31.7638,0.0,-0.022055863600358435,31.7638,0.0,0.00015873015873015873,8.689284126984126e-05,0.038591624776066154,0.0,0.06735095168135018
2021-10-26,31.7697,0.000185746,0.000185729,0.068126038,0.000162962,0.000523273,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.362,165.5,1.4093137254902022,-2.362,2.591,,928.99,31.7697,0.0,-0.022055863600358435,31.7697,0.0,0.00015873015873015873,2.7015841269841277e-05,0.008086812268742433,0.0,0.013893783187449413
2021-10-27,31.7932,0.000739699,0.000739425,0.068916129,0.000180238,0.000533721,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.336,165.5,1.4093137254902022,-2.336,2.591,,930.19,31.7932,0.0,-0.022055863600358435,31.7932,0.0,0.00015873015873015873,0.0005809688412698413,0.040297760780466374,0.0,0.0706171031292497
2021-10-28,31.7939,2.2e-05,2.2e-05,0.068939664,0.000168006,0.000532976,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.367,165.5,1.4093137254902022,-2.367,2.591,,929.32,31.7939,0.0,-0.022055863600358435,31.7939,0.0,0.00015873015873015873,-0.00013673015873015874,0.01740297524038922,0.0,0.030454154934124268
2021-10-29,31.7543,-0.001245522,-0.001246298,0.067608276,8.8e-05,0.000559316,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.388,165.5,1.4093137254902022,-2.388,2.591,,926.87,31.7939,-0.0012455219397431608,-0.022055863600358435,31.7939,-0.0012455219397431608,0.00015873015873015873,-0.0014042521587301587,-0.12640891482911754,-0.001245522,-0.1936419334309204
2021-11-01,31.7571,8.82e-05,8.82e-05,0.067702415,6.95e-05,0.000549377,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.387,166.7,0.7250755287008914,-2.387,3.275,,926.84,31.7939,-0.0011574547318825151,-0.022055863600358435,31.7939,-0.0011574547318825151,0.00015873015873015873,-7.053015873015873e-05,-0.16242654995418823,0.0,-0.24439494032573886
2021-11-02,31.7643,0.000226721,0.000226695,0.067944485,7.92e-05,0.000549513,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.36,166.7,0.7250755287008914,-2.36,3.275,,928.63,31.7939,-0.00093099619738384,-0.022055863600358435,31.7939,-0.00093099619738384,0.00015873015873015873,6.799084126984128e-05,-0.144805853805283,0.0,-0.2174437746645238
2021-11-03,31.7725,0.000258151,0.000258118,0.068220177,5.76e-05,0.000528234,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.357,166.7,0.7250755287008914,-2.357,3.275,,928.62,31.7939,-0.0006730850886490762,-0.022055863600358435,31.7939,-0.0006730850886490762,0.00015873015873015873,9.942084126984125e-05,-0.19149992580047853,0.0,-0.2764253690145729
2021-11-08,31.8527,0.002524195,0.002521015,0.070916573,0.000136774,0.000694306,0.52,0.0,0.52,83611.35,0.0,11.220313627973066,4.0,,4.25,4.0,6.301,166.7,0.7250755287008914,-2.301,3.275,,932.23,31.8527,0.0,-0.022055863600358435,31.8527,0.0,0.00015873015873015873,0.0023654648412698414,-0.0316235738980149,0.0,-0.059999025955804065
